GCC,Clang,DaCe,Polygeist + MLIR,DCIR
0.600000,0.342000,0.357,0.416000,0.102
0.531000,0.347000,0.061,0.416000,0.062
0.527000,0.346000,0.060,0.408000,0.05
0.525000,0.357000,0.060,0.409000,0.049
0.524000,0.360000,0.059,0.415000,0.049
0.523000,0.347000,0.062,0.409000,0.049
0.516000,0.342000,0.061,0.408000,0.05
0.493000,0.346000,0.059,0.408000,0.049
0.523000,0.333000,0.066,0.415000,0.05
0.526000,0.348000,0.063,0.413000,0.054
