GCC,Clang,DaCe,Polygeist + MLIR,DCIR
2263.173000,2394.737000,0.001,21.081000,0.003
2222.050000,2398.858000,0.000,20.322000,0.002
2239.864000,2406.117000,0.001,20.345000,0.001
2208.825000,2410.148000,0.000,20.293000,0.001
2236.917000,2409.272000,0.001,20.339000,0.001
2206.976000,2407.283000,0.000,20.311000,0.001
2242.745000,2403.383000,0.001,20.350000,0.0
2209.005000,2409.375000,0.001,20.288000,0.001
2243.969000,2398.115000,0.000,20.335000,0.001
2210.544000,2406.807000,0.000,20.295000,0.0
