GCC,Clang,DaCe,Polygeist + MLIR,DCIR
0.748290,0.743266,0.664867,1.571924,0.770857
0.744563,0.743390,0.659524,1.572515,0.770633
0.745919,0.744112,0.659523,1.572725,0.760175
0.745215,0.744131,0.659536,1.572335,0.759419
0.745441,0.744189,0.659487,1.572076,0.759732
0.747674,0.744429,0.659536,1.571805,0.759314
0.746446,0.744396,0.659571,1.572487,0.759933
0.745136,0.744962,0.659531,1.572598,0.759253
0.745827,0.743938,0.659527,1.573272,0.759961
0.747657,0.777414,0.659479,1.572550,0.759857
