GCC,Clang,DaCe,Polygeist + MLIR,DCIR
2.111092,1.984107,1.835563,2.779494,1.914406
2.232015,2.177782,1.821013,2.447901,1.899317
2.101737,1.947606,1.814209,2.472186,1.896648
2.258159,1.963333,1.816941,2.458161,1.893701
2.094953,2.211214,1.817123,2.458264,1.894213
2.185717,1.947520,1.817014,2.457868,1.896611
1.941533,2.149255,1.814749,2.473901,1.892605
1.976647,1.969263,1.812801,2.457888,1.897531
1.948757,2.288548,1.814761,2.610423,1.894448
2.309553,1.985015,1.811340,2.729552,1.89278
