GCC,Clang,DaCe,Polygeist + MLIR,DCIR
1.569030,1.567554,1.570550,2.262342,1.883166
1.552591,1.587129,1.446846,2.272203,1.873044
1.589673,1.580534,1.423327,2.239182,1.873851
1.553193,1.566614,1.421100,2.271184,1.875817
1.568038,1.567151,1.421974,2.271156,1.86993
1.552517,1.603089,1.420147,2.238610,1.871119
1.558264,1.591772,1.424295,2.260125,1.871076
1.568832,1.596757,1.420129,2.231911,1.870349
1.578803,1.591171,1.420453,2.262671,1.874123
1.572387,1.597208,1.421051,2.267305,1.871363
