GCC,Clang,DaCe,Polygeist + MLIR,DCIR
1.343130,1.387010,1.429660,1.446573,1.462645
1.343057,1.386174,1.351962,1.446390,1.45525
1.351694,1.385910,1.353841,1.446221,1.45459
1.340888,1.386176,1.350835,1.464540,1.451949
1.349393,1.421337,1.349620,1.479010,1.451089
1.343390,1.385423,1.348314,1.480218,1.451311
1.341934,1.402003,1.351420,1.480896,1.451111
1.350319,1.385776,1.351276,1.471099,1.453023
1.342662,1.401066,1.350786,1.481814,1.450747
1.345744,1.432265,1.349676,1.483149,1.451101
