GCC,Clang,DaCe,Polygeist + MLIR,DCIR
1.709787,1.722476,1.730310,3.302586,1.732715
1.708860,1.717291,1.717717,3.301243,1.726431
1.710724,1.714813,1.716062,3.292357,1.728609
1.709990,1.714381,1.717470,3.306982,1.726403
1.709891,1.715803,1.715822,3.291655,1.723618
1.709437,1.699017,1.715378,3.307437,1.724526
1.709627,1.712708,1.715507,3.304195,1.724453
1.708938,1.699797,1.716697,3.304176,1.723908
1.711115,1.712278,1.715376,3.292508,1.723534
1.709468,1.720774,1.716473,3.301028,1.72399
