GCC,Clang,DaCe,Polygeist + MLIR,DCIR
0.016475,0.016002,0.018087,0.028753,0.018233
0.016406,0.016152,0.011735,0.028685,0.012055
0.016524,0.015941,0.011729,0.028750,0.012035
0.016402,0.016167,0.011728,0.028717,0.012033
0.016349,0.016086,0.011736,0.028760,0.012043
0.016396,0.016118,0.011725,0.028712,0.012018
0.016419,0.016103,0.011719,0.028844,0.012024
0.016427,0.015980,0.011739,0.028758,0.012011
0.016442,0.015914,0.011723,0.028866,0.012037
0.016529,0.015788,0.011739,0.028730,0.012018
