GCC,Clang,DaCe,Polygeist + MLIR,DCIR
3.974124,3.930223,3.870652,8.659713,4.540536
3.936881,3.917846,3.872727,8.666298,4.528202
3.944177,3.924647,3.870513,8.661013,4.53609
3.936104,3.917275,3.870290,8.656864,4.556148
3.965703,3.930588,3.871660,8.664392,4.553079
3.969672,3.917301,3.870451,8.662300,4.552473
3.979475,3.924704,3.870266,8.669178,4.553007
3.937172,3.917349,3.870467,8.663378,4.554544
3.944731,3.926889,3.870344,8.677943,4.550541
3.936663,3.944620,3.870638,8.662648,4.552525
