GCC,Clang,DaCe,Polygeist + MLIR,DCIR
0.022443,0.023688,0.025956,0.039167,0.026455
0.022304,0.023561,0.020606,0.038967,0.020973
0.022335,0.023655,0.020557,0.039160,0.02105
0.022310,0.023610,0.020513,0.039061,0.021017
0.022142,0.023548,0.020618,0.039140,0.020985
0.022373,0.023603,0.020616,0.039047,0.021007
0.022201,0.023793,0.020571,0.039186,0.02097
0.022222,0.023632,0.020577,0.039040,0.020972
0.022292,0.023548,0.020508,0.039117,0.020995
0.022249,0.023617,0.020549,0.039016,0.020867
