GCC,Clang,DaCe,Polygeist + MLIR,DCIR
0.021400,0.026546,0.024207,0.024174,0.023723
0.021314,0.022439,0.017937,0.024136,0.018259
0.021253,0.022412,0.017936,0.024144,0.018274
0.021331,0.022545,0.017912,0.024141,0.01825
0.021133,0.022353,0.017928,0.024156,0.018248
0.021387,0.022171,0.017924,0.024148,0.01828
0.021158,0.022402,0.017932,0.024178,0.018266
0.021332,0.022099,0.017921,0.024145,0.018284
0.021131,0.022412,0.017917,0.024191,0.018256
0.021374,0.022162,0.017920,0.024170,0.018274
