GCC,Clang,DaCe,Polygeist + MLIR,DCIR
0.717537,0.717530,1.135015,0.772035,0.75192
0.716787,0.721110,1.129406,0.778423,0.745913
0.715700,0.720967,1.129570,0.777024,0.74696
0.717377,0.721865,1.129182,0.775069,0.744967
0.717485,0.720220,1.129324,0.777217,0.742719
0.716331,0.717599,1.129856,0.772096,0.742439
0.712978,0.721036,1.129370,0.778255,0.742613
0.713123,0.721663,1.129458,0.778200,0.742729
0.716968,0.717706,1.129442,0.778551,0.742762
0.716475,0.722212,1.129418,0.777875,0.74281
