GCC,Clang,DaCe,Polygeist + MLIR,DCIR
0.008687,0.008754,0.010602,0.013111,0.010473
0.008525,0.008711,0.004865,0.013088,0.004861
0.008555,0.008695,0.004856,0.013058,0.004835
0.008559,0.008674,0.004839,0.013065,0.00484
0.008590,0.008701,0.004840,0.013063,0.004804
0.008580,0.008666,0.004831,0.013064,0.004807
0.008631,0.008668,0.004825,0.013087,0.004803
0.008657,0.008693,0.004827,0.013059,0.004801
0.008625,0.008672,0.004814,0.013070,0.004798
0.008574,0.008689,0.004815,0.013062,0.004797
