GCC,Clang,DaCe,Polygeist + MLIR,DCIR
1.690514,1.689846,1.718836,3.293029,1.731865
1.705143,1.720022,1.712928,3.294579,1.735803
1.706104,1.703903,1.712113,3.304481,1.732537
1.720514,1.689728,1.711929,3.292843,1.729608
1.704858,1.704310,1.711798,3.294184,1.727255
1.690610,1.690002,1.712701,3.291199,1.727273
1.707682,1.720855,1.712277,3.283457,1.727132
1.690175,1.703862,1.712485,3.303879,1.726577
1.705261,1.689826,1.712087,3.289881,1.726474
1.691884,1.704381,1.711901,3.282777,1.727569
