GCC,Clang,DaCe,Polygeist + MLIR,DCIR
1.785557,1.773493,1.786293,2.733120,1.955964
1.791194,1.764944,1.775139,2.477018,2.131532
2.205105,1.783605,1.769964,2.498756,2.142435
1.778519,1.752508,1.763214,2.726994,2.087244
1.780830,1.792175,1.763123,2.618766,2.081985
1.794073,1.763525,1.759589,2.682879,2.074049
1.810527,1.784886,1.760388,2.513304,2.06045
1.788011,1.781493,1.760341,2.717239,2.058699
1.846774,1.784922,1.757403,2.489197,2.091053
1.815340,1.770366,1.761522,2.505536,2.056777
