GCC,Clang,DaCe,Polygeist + MLIR,DCIR
0.004516,0.004123,0.004372,0.008656,0.004152
0.004586,0.004128,0.004339,0.008647,0.00408
0.004580,0.004120,0.004324,0.008649,0.004109
0.004544,0.004131,0.004333,0.008647,0.004091
0.004561,0.004127,0.004334,0.008655,0.004111
0.004582,0.004132,0.004330,0.008645,0.004096
0.004582,0.004113,0.004339,0.008654,0.004116
0.004578,0.004131,0.004331,0.008644,0.004105
0.004559,0.004130,0.004337,0.008643,0.004104
0.004566,0.004142,0.004333,0.008654,0.004088
