GCC,Clang,DaCe,Polygeist + MLIR,DCIR
2.610960,2.565483,2.605475,5.319295,3.030945
2.588207,2.588328,2.589427,5.312710,3.016109
2.565013,2.566951,2.593529,5.311282,3.015231
2.588030,2.614814,2.594723,5.312126,3.015579
2.595003,2.599571,2.594882,5.317723,3.012747
2.597547,2.599422,2.595447,5.320401,3.006365
2.611992,2.606122,2.592412,5.319039,3.00267
2.605768,2.616780,2.594642,5.312270,3.005814
2.588260,2.589867,2.594659,5.320718,3.002524
2.565183,2.588091,2.594855,5.312583,2.998658
