GCC,Clang,DaCe,Polygeist + MLIR,DCIR
0.990996,0.993466,0.996811,1.948001,1.016725
0.988785,0.989915,0.992392,1.950683,1.012824
0.990883,0.993247,0.992276,1.953014,1.013793
0.988689,0.991117,0.992330,1.950495,1.01358
0.991846,0.993529,0.991218,1.947715,1.010798
0.989517,0.994001,0.992240,1.957264,1.010589
0.990899,0.990049,0.992206,1.950491,1.010198
0.988722,0.992159,0.992191,1.947723,1.008182
0.992014,0.990797,0.992345,1.950380,1.012725
0.983683,0.993172,0.992401,1.948061,1.016978
